"id_study","country","year","fu","follow_up_of","with_refreshers","according_to_natmed","according_to_bmi_whtr_htn","notes"
"RUS_2018_KYHNovo","Russian Federation",2018,,"No",,,,
"RUS_2018_RosstatDiet","Russian Federation",2018,,,,,,
"RUS_2019_UVOS","Russian Federation",2019,,,,,,
"RUS_2020_COSI5Eka","Russian Federation",2020,,,,,,
"RUS_2020_COSI5Mos","Russian Federation",2020,,,,,,
"RUS_2020_UCES","Russian Federation",2020,,,,,,
"RUS_2021_SCM","Russian Federation",2021,,,,,,
"RUS_2022_DevrishovKaluga","Russian Federation",2022,,,,,,
"RUS_2022_DevrishovLipetsk","Russian Federation",2022,,,,,,
"RUS_2022_DevrishovStravopol","Russian Federation",2022,,,,,,
"RUS_2022_DevrishovUlyanovsk","Russian Federation",2022,,,,,,
"RUS_2023_ROSSTATHealth","Russian Federation",2023,,,,,,
"RUS_2023_RosstatDiet","Russian Federation",2023,,,,,,
"RUS_2023_SCM","Russian Federation",2023,,,,,,
"RWA_2000_DHS","Rwanda",2000,,,,,,
"RWA_2005_DHS","Rwanda",2005,,,,,,
"RWA_2010_DHS","Rwanda",2010,,,,,,
"RWA_2012_STEPS","Rwanda",2012,"nonFU",,,,"nonFU",
"RWA_2015_DHS","Rwanda",2015,,,,,,
"RWA_2020_DHS","Rwanda",2020,,,,,,
"RWA_2021_STEPS","Rwanda",2021,"nonFU",,,,"nonFU",
"SAU_1987_NNS","Saudi Arabia",1987,,,,,,
"SAU_1992_NEHS","Saudi Arabia",1992,,,,,,
"SAU_1992_NNS","Saudi Arabia",1992,,,,,,
"SAU_1992_SNS","Saudi Arabia",1992,,,,,,
"SAU_1994_SHIS","Saudi Arabia",1994,,,,,,
"SAU_1995_NHS","Saudi Arabia",1995,,,,,,
"SAU_1998_NEHS","Saudi Arabia",1998,,,,,,
"SAU_2004_15682064","Saudi Arabia",2004,,,,,,
"SAU_2005_2886870","Saudi Arabia",2005,,,,,,
"SAU_2005_STEPS","Saudi Arabia",2005,,,,,,
"SAU_2007_WHS","Saudi Arabia",2007,"nonFU",,,,"nonFU",
"SAU_2010_ATLS","Saudi Arabia",2010,,,,,,
"SAU_2010_Riyadh","Saudi Arabia",2010,,"No",,,,
"SAU_2012_JCS","Saudi Arabia",2012,,,,,,
"SAU_2012_Jeeluna","Saudi Arabia",2012,,,,,,
"SAU_2013_SHIS","Saudi Arabia",2013,,,,,,
"SDN_2005_STEPS","Sudan",2005,,,,,,
"SDN_2016_STEPS","Sudan",2016,"nonFU",,,,"nonFU",
"SDN_2018_Gadarif","Sudan",2018,"nonFU",,,,"nonFU",
"SEN_1984_21686014","Senegal",1984,,,,,,
"SEN_1986_21686012","Senegal",1986,,,,,,
"SEN_1986_21686014","Senegal",1986,,,,,,
"SEN_1993_DHS","Senegal",1993,,,,,,
"SEN_2003_PHDBS","Senegal",2003,"nonFU",,,,"nonFU",
"SEN_2005_DHS","Senegal",2005,,,,,,
"SEN_2011_DHS","Senegal",2011,,,,,,
"SEN_2011_NTS","Senegal",2011,"nonFU",,,,"nonFU",
"SEN_2015_MACROSEN","Senegal",2015,"nonFU",,,,"nonFU",
"SEN_2015_SMART","Senegal",2015,,,,,,
"SEN_2015_STEPS","Senegal",2015,"nonFU",,,,"nonFU",
"SEN_2019_SMART","Senegal",2019,,,,,,
"SEN_2024_STEPS","Senegal",2024,,"No",,,,
"SGP_1984_THS","Singapore",1984,,,,,,
"SGP_1992_NHS","Singapore",1992,,,,,,
"SGP_1994_NUH","Singapore",1994,,,,,,
"SGP_1998_NHS","Singapore",1998,,,,,,
"SGP_2004_NHS","Singapore",2004,,,,,,
"SGP_2004_SLAS","Singapore",2004,"nonFU",,,,"nonFU",
"SGP_2006_FUS","Singapore",2006,,,,,,
"SGP_2009_SIHLS","Singapore",2009,,,,,,
"SGP_2010_SCES","Singapore",2010,,,,,,
"SGP_2011_SLAS","Singapore",2011,"nonFU",,,,"nonFU",
"SGP_2013_SH12","Singapore",2013,"nonFU",,,,"nonFU",
"SGP_2015_SH2","Singapore",2015,"nonFU",,,,"nonFU",
"SGP_2016_SCES","Singapore",2016,,,,,,
"SGP_2017_SIGNS","Singapore",2017,,,,,,
"SGP_2018_PIONEER","Singapore",2018,,"No",,,,
"SLB_2004_GESOPrural","Solomon Islands",2004,"nonFU",,,,"nonFU",
"SLB_2004_GESOPurban","Solomon Islands",2004,"nonFU",,,,"nonFU",
"SLB_2006_STEPS","Solomon Islands",2006,"nonFU",,,,"nonFU",
"SLB_2010_citFURUSAWArural","Solomon Islands",2010,,,,,,
"SLB_2010_citFURUSAWAurban","Solomon Islands",2010,,,,,,
"SLB_2015_SIDHS","Solomon Islands",2015,,,,,,
"SLB_2015_STEPS","Solomon Islands",2015,"nonFU",,,,"nonFU",
"SLB_2018_relocation","Solomon Islands",2018,,,,,,
"SLE_2008_DHS","Sierra Leone",2008,,,,,,
"SLE_2009_STEPS","Sierra Leone",2009,"nonFU",,,,"nonFU",
"SLE_2010_NS","Sierra Leone",2010,,,,,,
"SLE_2013_DHS","Sierra Leone",2013,,,,,,
"SLE_2014_NNS","Sierra Leone",2014,,,,,,
"SLE_2018_SLIHS","Sierra Leone",2018,,,,,,
"SLE_2019_DHS","Sierra Leone",2019,,,,,,
"SLE_2021_NNS","Sierra Leone",2021,,,,,,
"SLV_2003_FESAL","El Salvador",2003,,,,,,
"SLV_2004_CAMDI","El Salvador",2004,"nonFU",,,,"nonFU",
"SLV_2008_FESAL","El Salvador",2008,,,,,,
"SLV_2013_GSHS","El Salvador",2013,,,,,,
"SLV_2015_ENECA","El Salvador",2015,"nonFU",,,,"nonFU",
"SLV_2016_NHWC","El Salvador",2016,,,,,,
"SOM_2016_HARGEISA","Somalia",2016,"nonFU",,"nonFU","nonFU","nonFU",
"SRB_1984_MONICA-NOSa","Serbia",1984,,,,,,
"SRB_1989_MONICA-NOSa","Serbia",1989,,,,,,
"SRB_1990_NBacka","Serbia",1990,,,,,,
"SRB_1991_NBacka","Serbia",1991,,,,,,
"SRB_1992_NBacka","Serbia",1992,,,,,,
"SRB_1993_NBacka","Serbia",1993,,,,,,
"SRB_1994_MONICA-NOSa","Serbia",1994,,,,,,
"SRB_1994_NBacka","Serbia",1994,,,,,,
"SRB_1995_NBacka","Serbia",1995,,,,,,
"SRB_1996_NBacka","Serbia",1996,,,,,,
"SRB_1997_NBacka","Serbia",1997,,,,,,
"SRB_1998_NBacka","Serbia",1998,,,,,,
"SRB_1998_YUSAD","Serbia",1998,,,,,,
"SRB_1999_NBacka","Serbia",1999,,,,,,
"SRB_1999_SuboticaRecruits","Serbia",1999,,,,,,
"SRB_2000_HSHN","Serbia",2000,,,,,,
"SRB_2000_NBacka","Serbia",2000,,,,,,
"SRB_2001_NBacka","Serbia",2001,,,,,,
"SRB_2002_NBacka","Serbia",2002,,,,,,
"SRB_2003_NBacka","Serbia",2003,,,,,,
"SRB_2003_YUSAD","Serbia",2003,,,,,,
"SRB_2004_NBacka","Serbia",2004,,,,,,
"SRB_2005_NBacka_acadyear0405","Serbia",2005,,,,,,
"SRB_2005_NBacka_acadyear0506","Serbia",2005,,,,,,
"SRB_2006_NHS","Serbia",2006,,,,,,
"SRB_2013_NHS","Serbia",2013,,,,,,
"SRB_2014_citOstojic","Serbia",2014,"nonFU",,,,"nonFU",
"SRB_2016_COSI4","Serbia",2016,,,,,,
"SRB_2019_COSI5","Serbia",2019,,,,,,
"SRB_2019_NFCS","Serbia",2019,,,,,,
"SSD_2017_Juba","South Sudan",2017,"nonFU",,,,"nonFU",
"STP_2009_DHS","Sao Tome and Principe",2009,,,,,,
"STP_2009_STEPS","Sao Tome and Principe",2009,"nonFU",,,,"nonFU",
"STP_2019_STEPS","Sao Tome and Principe",2019,"nonFU",,,,"nonFU",
"SUR_2014_HELISUR","Suriname",2014,"nonFU",,"nonFU","nonFU","nonFU",
"SVK_1985_somatic","Slovakia",1985,,,,,,
"SVK_1993_CINDI","Slovakia",1993,"nonFU",,,,"nonFU",
"SVK_1998_CINDI","Slovakia",1998,"nonFU",,,,"nonFU",
"SVK_2001_NAS5-6yo","Slovakia",2001,,,,,,
"SVK_2001_NAS6-18yo","Slovakia",2001,,,,,,
"SVK_2003_CINDI","Slovakia",2003,"nonFU",,,,"nonFU",
"SVK_2008_CINDI","Slovakia",2008,"nonFU",,,,"nonFU",
"SVK_2011_NAS","Slovakia",2011,,,,,,
"SVK_2012_EHES","Slovakia",2012,"nonFU",,,,"nonFU",
"SVK_2016_COSI4","Slovakia",2016,,,,,,
"SVK_2018_COSI5","Slovakia",2018,,,,,,
"SVK_2022_COSI6","Slovakia",2022,,,,,,
"SVN_1982_SLOfit","Slovenia",1982,,,,,,
"SVN_1983_ACDSi","Slovenia",1983,,,,,,
"SVN_1983_SLOfit","Slovenia",1983,,,,,,
"SVN_1984_SLOfit","Slovenia",1984,,,,,,
"SVN_1985_SLOfit","Slovenia",1985,,,,,,
"SVN_1986_SLOfit","Slovenia",1986,,,,,,
"SVN_1987_SLOfit","Slovenia",1987,,,,,,
"SVN_1988_SLOfit","Slovenia",1988,,,,,,
"SVN_1989_SLOfit","Slovenia",1989,,,,,,
"SVN_1990_SLOfit","Slovenia",1990,,,,,,
"SVN_1991_SLOfit","Slovenia",1991,,,,,,
"SVN_1992_SLOfit","Slovenia",1992,,,,,,
"SVN_1993_ACDSi","Slovenia",1993,,,,,,
"SVN_1993_SLOfit","Slovenia",1993,,,,,,
"SVN_1994_ACDSi","Slovenia",1994,,,,,,
"SVN_1994_SLOfit","Slovenia",1994,,,,,,
"SVN_1995_SLOfit","Slovenia",1995,,,,,,
"SVN_1996_SLOfit","Slovenia",1996,,,,,,
"SVN_1997_SLOfit","Slovenia",1997,,,,,,
"SVN_1998_SLOfit","Slovenia",1998,,,,,,
"SVN_1999_SLOfit","Slovenia",1999,,,,,,
"SVN_2000_SLOfit","Slovenia",2000,,,,,,
"SVN_2001_NPPCP","Slovenia",2001,,,,,,
"SVN_2001_SLOfit","Slovenia",2001,,,,,,
"SVN_2002_NPPCP","Slovenia",2002,,,,,,
"SVN_2002_SLOfit","Slovenia",2002,,,,,,
"SVN_2003_ACDSi","Slovenia",2003,,,,,,
"SVN_2003_NPPCP","Slovenia",2003,,,,,,
"SVN_2003_SLOfit","Slovenia",2003,,,,,,
"SVN_2004_ACDSi","Slovenia",2004,,,,,,
"SVN_2004_NPPCP","Slovenia",2004,,,,,,
"SVN_2004_SLOfit","Slovenia",2004,,,,,,
"SVN_2005_NPPCP","Slovenia",2005,,,,,,
"SVN_2005_SLOfit","Slovenia",2005,,,,,,
"SVN_2006_NPPCP","Slovenia",2006,,,,,,
"SVN_2006_SLOfit","Slovenia",2006,,,,,,
"SVN_2007_NPPCP","Slovenia",2007,,,,,,
"SVN_2007_SLOfit","Slovenia",2007,,,,,,
"SVN_2008_NPPCP","Slovenia",2008,,,,,,
"SVN_2008_SLOfit","Slovenia",2008,,,,,,
"SVN_2009_NPPCP","Slovenia",2009,,,,,,
"SVN_2009_SLOfit","Slovenia",2009,,,,,,
"SVN_2010_ENERGY","Slovenia",2010,,,,,,
"SVN_2010_NPPCP","Slovenia",2010,,,,,,
"SVN_2010_SLOfit","Slovenia",2010,,,,,,
"SVN_2011_NPPCP","Slovenia",2011,,,,,,
"SVN_2011_SLOfit","Slovenia",2011,,,,,,
"SVN_2012_NPPCP","Slovenia",2012,,,,,,
"SVN_2012_SLOfit","Slovenia",2012,,,,,,
"SVN_2013_NPPCP","Slovenia",2013,,,,,,
"SVN_2013_SLOfit","Slovenia",2013,,,,,,
"SVN_2014_ACDSi","Slovenia",2014,,,,,,
"SVN_2014_BPS","Slovenia",2014,,,,,,
"SVN_2014_NPPCP","Slovenia",2014,,,,,,
"SVN_2014_SLOfit","Slovenia",2014,,,,,,
"SVN_2015_NPPCP","Slovenia",2015,,,,,,
"SVN_2015_SLOfit","Slovenia",2015,,,,,,
"SVN_2016_SLOfit","Slovenia",2016,,,,,,
"SVN_2017_SLOfit","Slovenia",2017,,,,,,
"SVN_2018_SLOfit","Slovenia",2018,,,,,,
"SVN_2019_SLOfit","Slovenia",2019,,,,,,
"SVN_2020_SLOfit1519","Slovenia",2020,,,,,,
"SVN_2020_SLOfit614","Slovenia",2020,,,,,,
"SVN_2021_SLOfit1519","Slovenia",2021,,,,,,
"SVN_2021_SLOfit614","Slovenia",2021,,,,,,
"SVN_2022_SLOfit","Slovenia",2022,,,,,,
"SVN_2023_SLOfit","Slovenia",2023,,,,,,
"SVN_2024_SLOfit","Slovenia",2024,,,,,,
"SWE_1977_SCS","Sweden",1977,,,,,,
"SWE_1978_SCS","Sweden",1978,,,,,,
"SWE_1979_SCS","Sweden",1979,,,,,,
"SWE_1980_73BC","Sweden",1980,,,,,,
"SWE_1980_BEST","Sweden",1980,,,,,,
"SWE_1980_SCS","Sweden",1980,,,,,,
"SWE_1981_73BC","Sweden",1981,,,,,,
"SWE_1981_PSWG","Sweden",1981,,,,,,
"SWE_1981_SCS","Sweden",1981,,,,,,
"SWE_1982_73BC","Sweden",1982,,,,,,
"SWE_1982_SCS","Sweden",1982,,,,,,
"SWE_1983_73BC","Sweden",1983,,,,,,
"SWE_1983_BEST","Sweden",1983,,,,,,
"SWE_1983_SCS","Sweden",1983,,,,,,
"SWE_1983_ULSAM","Sweden",1983,,,,,,
"SWE_1984_73BC","Sweden",1984,,,,,,
"SWE_1984_BEST","Sweden",1984,,,,,,
"SWE_1984_SCS","Sweden",1984,,,,,,
"SWE_1985_73BC","Sweden",1985,,,,,,
"SWE_1985_BEST","Sweden",1985,,,,,,
"SWE_1985_MONICAgothenburg","Sweden",1985,,,,,,
"SWE_1985_SCS","Sweden",1985,,,,,,
"SWE_1986_73BC","Sweden",1986,,,,,,
"SWE_1986_MONICA","Sweden",1986,,,,,,
"SWE_1986_SCS","Sweden",1986,,,,,,
"SWE_1987_10752442","Sweden",1987,,,,,,
"SWE_1987_73BC","Sweden",1987,,,,,,
"SWE_1987_81BC","Sweden",1987,,,,,,
"SWE_1987_SCS","Sweden",1987,,,,,,
"SWE_1988_73BC","Sweden",1988,,,,,,
"SWE_1988_81BC","Sweden",1988,,,,,,
"SWE_1988_BEST","Sweden",1988,,,,,,
"SWE_1988_SCS","Sweden",1988,,,,,,
"SWE_1989_73BC","Sweden",1989,,,,,,
"SWE_1989_81BC","Sweden",1989,,,,,,
"SWE_1989_BEST","Sweden",1989,,,,,,
"SWE_1989_SCS","Sweden",1989,,,,,,
"SWE_1990_73BC","Sweden",1990,,,,,,
"SWE_1990_81BC","Sweden",1990,,,,,,
"SWE_1990_BEST","Sweden",1990,,,,,,
"SWE_1990_MONICA","Sweden",1990,,,,,,
"SWE_1990_MONICAgothenburg","Sweden",1990,"nonFU",,,,"nonFU",
"SWE_1990_SCS","Sweden",1990,,,,,,
"SWE_1991_10752442","Sweden",1991,,,,,,
"SWE_1991_73BC","Sweden",1991,,,,,,
"SWE_1991_81BC","Sweden",1991,,,,,,
"SWE_1991_SCS","Sweden",1991,,,,,,
"SWE_1992_73BC","Sweden",1992,,,,,,
"SWE_1992_81BC","Sweden",1992,,,,,,
"SWE_1992_EPICumea","Sweden",1992,,,,,,
"SWE_1992_SCS","Sweden",1992,,,,,,
"SWE_1993_81BC","Sweden",1993,,,,,,
"SWE_1993_BEST","Sweden",1993,,,,,,
"SWE_1993_PSWG","Sweden",1993,"nonFU",,,,"nonFU",
"SWE_1993_SCS","Sweden",1993,,,,,,
"SWE_1993_ULSAM","Sweden",1993,,,,,,
"SWE_1994_10752442","Sweden",1994,,,,,,
"SWE_1994_81BC","Sweden",1994,,,,,,
"SWE_1994_BEST","Sweden",1994,,,,,,
"SWE_1994_HP","Sweden",1994,,,,,,
"SWE_1994_MDC","Sweden",1994,,,,,,
"SWE_1994_MONICA","Sweden",1994,,,,,,
"SWE_1994_SCS","Sweden",1994,,,,,,
"SWE_1995_10752449","Sweden",1995,,,,,,
"SWE_1995_81BC","Sweden",1995,,,,,,
"SWE_1995_BEST","Sweden",1995,,,,,,
"SWE_1995_MONICAgothenburg","Sweden",1995,"nonFU",,,,"nonFU",
"SWE_1995_SCS","Sweden",1995,,,,,,
"SWE_1996_81BC","Sweden",1996,,,,,,
"SWE_1996_SCS","Sweden",1996,,,,,,
"SWE_1997_10752442","Sweden",1997,,,,,,
"SWE_1997_81BC","Sweden",1997,,,,,,
"SWE_1997_SCS","Sweden",1997,,,,,,
"SWE_1998_81BC","Sweden",1998,,,,,,
"SWE_1998_BEST","Sweden",1998,,,,,,
"SWE_1998_SCS","Sweden",1998,,,,,,
"SWE_1999_81BC-17yo","Sweden",1999,,,,,,
"SWE_1999_81BC-18yo","Sweden",1999,,,,,,
"SWE_1999_BEST","Sweden",1999,,,,,,
"SWE_1999_EYHS","Sweden",1999,,,,,,
"SWE_1999_MONICA","Sweden",1999,,,,,,
"SWE_1999_SCS","Sweden",1999,,,,,,
"SWE_1999_ULSAM","Sweden",1999,,,,,,
"SWE_2000_10752444","Sweden",2000,,,,,,
"SWE_2000_BEST","Sweden",2000,,,,,,
"SWE_2000_SCS","Sweden",2000,,,,,,
"SWE_2001_10752442","Sweden",2001,,,,,,
"SWE_2001_10752508","Sweden",2001,,,,,,
"SWE_2001_COMPASS","Sweden",2001,,,,,,
"SWE_2001_SCS","Sweden",2001,,,,,,
"SWE_2002_SCS","Sweden",2002,,,,,,
"SWE_2003_BEST","Sweden",2003,,,,,,
"SWE_2003_EMAS","Sweden",2003,"nonFU",,,,"nonFU",
"SWE_2003_INTERGENE","Sweden",2003,"nonFU",,,,"nonFU",
"SWE_2003_PIVUS","Sweden",2003,,,,,,
"SWE_2003_SCS","Sweden",2003,,,,,,
"SWE_2004_10752128","Sweden",2004,,,,,,
"SWE_2004_10752129","Sweden",2004,,,,,,
"SWE_2004_BEST","Sweden",2004,,,,,,
"SWE_2004_MONICA","Sweden",2004,,,,,,
"SWE_2004_SCS","Sweden",2004,,,,,,
"SWE_2004_ULSAM","Sweden",2004,,,,,,
"SWE_2005_BEST","Sweden",2005,,,,,,
"SWE_2005_EYHS","Sweden",2005,"nonFU",,,,"nonFU",
"SWE_2005_PSWG","Sweden",2005,"nonFU",,,,"nonFU",
"SWE_2005_SCS","Sweden",2005,,,,,,
"SWE_2006_10752508","Sweden",2006,,,,,,
"SWE_2007_BEST","Sweden",2007,,,,,,
"SWE_2007_HELENA","Sweden",2007,,,,,,
"SWE_2007_citEnglund","Sweden",2007,,,,,,
"SWE_2008_BEST","Sweden",2008,,,,,,
"SWE_2008_COSI1","Sweden",2008,,,,,,
"SWE_2008_EMAS","Sweden",2008,"FU","No","No",,"FU",
"SWE_2008_PIVUS","Sweden",2008,,,,,,
"SWE_2008_citEnglund","Sweden",2008,,,,,,
"SWE_2009_BEST","Sweden",2009,,,,,,
"SWE_2009_IDEFICS","Sweden",2009,,,,,,
"SWE_2009_MONICA","Sweden",2009,,,,,,
"SWE_2009_ULSAM","Sweden",2009,,,,,,
"SWE_2009_citEnglund","Sweden",2009,,,,,,
"SWE_2010_BEST","Sweden",2010,,,,,,
"SWE_2010_citEnglund","Sweden",2010,,,,,,
"SWE_2011_BEST","Sweden",2011,,,,,,
"SWE_2011_citEnglund","Sweden",2011,,,,,,
"SWE_2012_BEST","Sweden",2012,,,,,,
"SWE_2012_citEnglund","Sweden",2012,,,,,,
"SWE_2013_BEST","Sweden",2013,,,,,,
"SWE_2013_EpiHealth","Sweden",2013,,,,,,
"SWE_2013_PIVUS","Sweden",2013,,,,,,
"SWE_2013_citEnglund","Sweden",2013,,,,,,
"SWE_2014_BEST","Sweden",2014,,,,,,
"SWE_2014_MONICA","Sweden",2014,,,,,,
"SWE_2014_ULSAM","Sweden",2014,,,,,,
"SWE_2014_citEnglund","Sweden",2014,,,,,,
"SWE_2015_BEST","Sweden",2015,,,,,,
"SWE_2015_citEnglund","Sweden",2015,,,,,,
"SWE_2015_intergene13yrs","Sweden",2015,"FU","No","No",,"FU",
"SWE_2016_BEST","Sweden",2016,,,,,,
"SWE_2016_COSI4","Sweden",2016,,,,,,
"SWE_2016_citEnglund","Sweden",2016,,,,,,
"SWE_2017_PSWG","Sweden",2017,"nonFU",,,,"nonFU",
"SWE_2017_citEnglund","Sweden",2017,,,,,,
"SWE_2018_citEnglund","Sweden",2018,,,,,,
"SWE_2019_COSI5","Sweden",2019,,,,,,
"SWE_2019_citEnglund","Sweden",2019,,,,,,
"SWE_2020_citEnglund","Sweden",2020,,,,,,
"SWE_2021_citEnglund","Sweden",2021,,,,,,
"SWE_2022_COSI6","Sweden",2022,,,,,,
"SWE_2022_citEnglund","Sweden",2022,,,,,,
"SWE_2023_citEnglund","Sweden",2023,,,,,,
"SWE_2024_citEnglund","Sweden",2024,,,,,,
"SWZ_2007_DHS","Eswatini",2007,,,,,,
"SWZ_2014_STEPS","Eswatini",2014,"nonFU",,,,"nonFU",
"SWZ_2024_STEPS","Eswatini",2024,,"No",,,,
"SYC_1989_SHS","Seychelles",1989,,,,,,
"SYC_1994_SHS","Seychelles",1994,"nonFU",,,,"nonFU",
"SYC_1998_SSP","Seychelles",1998,,,,,,
"SYC_1999_SSP","Seychelles",1999,,,,,,
"SYC_2000_SSP","Seychelles",2000,,,,,,
"SYC_2001_SSP","Seychelles",2001,,,,,,
"SYC_2002_SSP","Seychelles",2002,,,,,,
"SYC_2003_SSP","Seychelles",2003,,,,,,
"SYC_2004_SHS","Seychelles",2004,"nonFU",,,,"nonFU",
"SYC_2004_SSP","Seychelles",2004,,,,,,
"SYC_2005_SSP","Seychelles",2005,,,,,,
"SYC_2006_SSP","Seychelles",2006,,,,,,
"SYC_2007_GSHS","Seychelles",2007,,,,,,
"SYC_2011_SSP","Seychelles",2011,,,,,,
"SYC_2012_SSP","Seychelles",2012,,,,,,
"SYC_2013_SSP","Seychelles",2013,,,,,,
"SYC_2014_SHS","Seychelles",2014,"nonFU",,"nonFU","nonFU","nonFU",
"SYC_2014_SSP","Seychelles",2014,,,,,,
"SYC_2015_GSHS","Seychelles",2015,,,,,,
"SYC_2015_SSP","Seychelles",2015,,,,,,
"SYC_2016_SSP","Seychelles",2016,,,,,,
"SYC_2017_SSP","Seychelles",2017,,,,,,
"SYC_2018_SSP","Seychelles",2018,,,,,,
"SYC_2019_SSP","Seychelles",2019,,,,,,
"SYC_2020_SSP","Seychelles",2020,,,,,,
"SYC_2022_SSP","Seychelles",2022,,,,,,
"SYC_2023_SHS","Seychelles",2023,,"No",,,,
"SYC_2023_SSP","Seychelles",2023,,,,,,
"SYR_2002_NSNCD","Syrian Arab Republic",2002,,,,,,
"TCD_1997_DHS","Chad",1997,,,,,,
"TCD_2004_DHS","Chad",2004,,,,,,
"TCD_2008_STEPS","Chad",2008,"nonFU",,,,"nonFU",
"TCD_2015_DHS","Chad",2015,,,,,,
"TGO_1998_DHS","Togo",1998,,,,,,
"TGO_2010_STEPS","Togo",2010,"nonFU",,,,"nonFU",
"TGO_2014_CT","Togo",2014,,,,,,
"TGO_2014_DHS","Togo",2014,,,,,,
"TGO_2022_STEPS","Togo",2022,"nonFU",,,,"nonFU",
"THA_1987_5764002","Thailand",1987,,,,,,
"THA_1989_5764003","Thailand",1989,,,,,,
"THA_1989_5764004","Thailand",1989,,,,,,
"THA_1991_NHES","Thailand",1991,,,,,,
"THA_1995_NNS","Thailand",1995,,,,,,
"THA_1997_NHES","Thailand",1997,"nonFU",,,,"nonFU",
"THA_2000_interASIA","Thailand",2000,"nonFU",,,,"nonFU",
"THA_2003_NNST","Thailand",2003,,,,,,
"THA_2003_Sociofitness_rural","Thailand",2003,,,,,,
"THA_2003_Sociofitness_urban","Thailand",2003,,,,,,
"THA_2004_NHES","Thailand",2004,"nonFU",,,,"nonFU",
"THA_2007_HCUR","Thailand",2007,"nonFU",,,,"nonFU",
"THA_2009_NHES","Thailand",2009,"nonFU",,,,"nonFU",
"THA_2011_SEANUTS","Thailand",2011,,,,,,
"THA_2014_NHES","Thailand",2014,"nonFU",,,,"nonFU",
"THA_2014_NHESVruralchild","Thailand",2014,,,,,,
"THA_2014_NHESVurbanchild","Thailand",2014,,,,,,
"THA_2014_UmeSIA","Thailand",2014,,,,,,
"THA_2015_GSHS","Thailand",2015,,,,,,
"THA_2020_NHES","Thailand",2020,"nonFU",,"nonFU","nonFU","nonFU",
"THA_2021_GSHS","Thailand",2021,,,,,,
"TJK_2003_MSS","Tajikistan",2003,,,,,,
"TJK_2012_DHS","Tajikistan",2012,,,,,,
"TJK_2016_COSI4","Tajikistan",2016,,,,,,
"TJK_2016_NMSST","Tajikistan",2016,,,,,,
"TJK_2016_STEPS","Tajikistan",2016,"nonFU",,,,"nonFU",
"TJK_2017_DHS","Tajikistan",2017,,,,,,
"TJK_2019_COSI5","Tajikistan",2019,,,,,,
"TJK_2023_STEPS","Tajikistan",2023,,"No",,,,
"TKL_2005_STEPS","Tokelau",2005,"nonFU",,,,"nonFU",
"TKL_2014_STEPS","Tokelau",2014,"nonFU",,,,"nonFU",
"TKM_2000_DHS","Turkmenistan",2000,,,,,,
"TKM_2013_STEPS","Turkmenistan",2013,"nonFU",,,,"nonFU",
"TKM_2016_COSI4","Turkmenistan",2016,,,,,,
"TKM_2018_STEPS","Turkmenistan",2018,"nonFU",,,,"nonFU",
"TLS_2010_DHS","Timor-Leste",2010,,,,,,
"TLS_2010_TLEHS","Timor-Leste",2010,,,,,,
"TLS_2013_RuralChild-harvest","Timor-Leste",2013,,,,,,
"TLS_2014_STEPS","Timor-Leste",2014,"nonFU",,,,"nonFU",
"TLS_2016_DHS","Timor-Leste",2016,,,,,,
"TLS_2018_RuralChild-harvest","Timor-Leste",2018,,,,,,
"TLS_2018_RuralChild-postrainy","Timor-Leste",2018,,,,,,
"TLS_2020_TLFNS","Timor-Leste",2020,,,,,,
"TLS_2023_STEPS","Timor-Leste",2023,,"No",,,,
"TON_2004_STEPS","Tonga",2004,"nonFU",,,,"nonFU",
"TON_2006_OPIC-MYP","Tonga",2006,,,,,,
"TON_2008_OPIC-MYP","Tonga",2008,"nonFU",,,,"nonFU",
"TON_2010_GSHS","Tonga",2010,,,,,,
"TON_2011_STEPS","Tonga",2011,"nonFU",,,,"nonFU",
"TON_2017_GSHS","Tonga",2017,,,,,,
"TON_2017_STEPS","Tonga",2017,"nonFU",,,,"nonFU",
"TTO_1985_INTERSALT","Trinidad and Tobago",1985,,,,,,
"TTO_1999_CHS","Trinidad and Tobago",1999,,,,,,
"TTO_2001_AdultSurvey","Trinidad and Tobago",2001,,,,,,
"TTO_2003_CHS","Trinidad and Tobago",2003,,,,,,
"TTO_2003_NSSSH","Trinidad and Tobago",2003,,,,,,
"TTO_2011_STEPS","Trinidad and Tobago",2011,"nonFU",,,,"nonFU",
"TTO_2014_NESTT","Trinidad and Tobago",2014,"nonFU",,,,"nonFU",
"TTO_2024_STEPS","Trinidad and Tobago",2024,,"No",,,,
"TUN_1997_AHP","Tunisia",1997,"nonFU",,,,"nonFU",
"TUN_1997_TNNS","Tunisia",1997,"nonFU",,,,"nonFU",
"TUN_2005_TAHINA","Tunisia",2005,"nonFU",,,,"nonFU",
"TUN_2005_citAounallah","Tunisia",2005,,,,,,
"TUN_2010_ObeMaghreb","Tunisia",2010,"nonFU",,,,"nonFU",
"TUR_1990_TARF","Türkiye",1990,,,,,,
"TUR_1993_DHS","Türkiye",1993,,,,,,
"TUR_1995_TARF","Türkiye",1995,,,,,,
"TUR_1998_DHS","Türkiye",1998,,,,,,
"TUR_1998_TARF","Türkiye",1998,"nonFU",,,,"nonFU",
"TUR_1999_15792018","Türkiye",1999,,,,,,
"TUR_2000_15792084","Türkiye",2000,,,,,,
"TUR_2000_TARF","Türkiye",2000,,,,,,
